Rkt_Time,Rkt_q1,Rkt_q2,Rkt_q3,Rkt_q4,Rkt_w1,Rkt_w2,Rkt_w3
0.0,1.0,0.0,0.0,0.0,0.3,-0.9,0.6
0.0100502512562814,0.9999818116484458,0.0026138040877602,-0.0045180881088719,0.0030218008411333,0.7403054566545161,-0.8984286276492823,0.6023503972109815
0.0201005025125628,0.9999132334133284,0.0074398941110798,-0.0090180570449081,0.0060702773950895,1.180610913309034,-0.8955109769614923,0.6066795613348727
0.0301507537688442,0.9997622360133928,0.0144774798934337,-0.013486089319687,0.0091651193280621,1.6209163699635338,-0.8912184015741915,0.6129679932064505
0.0402010050251256,0.999482121384831,0.0237249063677352,-0.0179079450148137,0.0123257192596035,2.0612218266180453,-0.8855094052496516,0.6211868424350344
0.050251256281407,0.9990115473761588,0.0351791371958613,-0.0222687933337846,0.0155710423127166,2.501527283272557,-0.8783299653159712,0.631297451308054
0.0603015075376884,0.9982745733493436,0.0488350767448077,-0.0265530500097323,0.0189194878021331,2.941832739927068,-0.8696139691505327,0.6432507634338699
0.0703517587939698,0.9971807371765504,0.0646847313100619,-0.0307442224975096,0.0223887409739743,3.382138196581579,-0.8592837727607728,0.6569866040263018
0.0804020100502512,0.995625176596772,0.082716211096103,-0.034824765052928,0.0259956128521641,3.8224436532360895,-0.847250892418058,0.6724328407334107
0.0904522613065326,0.9934888103350384,0.1029125753407877,-0.0387759460087333,0.0297558664287318,4.262749109890602,-0.8334168420188961,0.6895044361273178
0.100502512562814,0.9906385967676646,0.1252505241525961,-0.0425777297918654,0.0336840276609421,4.703054566545114,-0.8176741303366807,0.7081024054316954
0.1105527638190954,0.9869278902114244,0.1496989421635081,-0.0462086764845326,0.0377931800130807,5.143360023199626,-0.7999074335337496,0.728112695794717
0.1206030150753768,0.98219691708554,0.1762173010294254,-0.0496458620062324,0.0420947416101355,5.583665479854137,-0.7799949591685181,0.7494050064362408
0.1306532663316583,0.9762733961963392,0.204753930174731,-0.0528648222773951,0.0465982244602373,6.023970936508649,-0.7578100183899398,0.7718315723186242
0.1407035175879397,0.9689733291683554,0.2352441680131498,-0.0558395250086673,0.051310975658249,6.464276393163159,-0.7332228229890188,0.7952259376101957
0.1507537688442211,0.9601019885244392,0.2676084092123817,-0.0585423730322723,0.0562379010097871,6.904581849817718,-0.7061025233955462,0.8194017491160503
0.1608040201005025,0.9494551320213772,0.3017500674254608,-0.0609442433409526,0.0613811721181506,7.34488730647223,-0.676319502482963,0.8441516040150596
0.1708542713567839,0.936820472484961,0.3375534772972536,-0.06301456621149,0.0667399186601609,7.785192763126694,-0.6437479380856819,0.8692459906208563
0.1809045226130653,0.9219794324560846,0.3748817644663854,-0.0647214489475934,0.0723099083435322,8.225498219781205,-0.6082686443490066,0.8944323654149723
0.1909547738693467,0.9047092123426212,0.4135747177018862,-0.0660318488630703,0.0780832178891482,8.665803676435717,-0.5697721983281572,0.91943441419837
0.2010050251256281,0.8847851993459577,0.453446703200745,-0.0669118001207776,0.0840478993152538,9.106109133090229,-0.5281623535381901,0.943951549765665
0.2110552763819095,0.8619837420627071,0.4942846673667135,-0.0673266989243468,0.0901876468131902,9.54641458974474,-0.4833597363445595,0.9676587028911168
0.2211055276381909,0.8360853122123162,0.5358462810038946,-0.067241651304968,0.0964814705884532,9.986720046399252,-0.4353058140973999,0.9902064674667608
0.2311557788944723,0.8068780702677009,0.5778582846745526,-0.0666218873303419,0.1029033851853211,10.427025503053764,-0.3839671156892099,1.0112216641613796
0.2412060301507537,0.7741618457280978,0.6200151018386403,-0.0654332449622377,0.109422121002099,10.867330959708276,-0.3293396757132617,1.0303083897557492
0.2512562814070351,0.7377525352367716,0.6619777931264458,-0.0636427259777835,0.1160008689160304,11.307636416362786,-0.2714536626036921,1.0470496211063935
0.2613065326633166,0.6974869125896273,0.703373431469993,-0.061219125323158,0.122597069145167,11.74794187301732,-0.2103781390670165,1.0610094432203232
0.271356783919598,0.6532278338030694,0.7437949835664301,-0.0581337339638289,0.1291622566456113,12.188247329671809,-0.1462258898303639,1.071735969884057
0.2814070351758794,0.6048698077382226,0.7828017879585233,-0.0543611137127288,0.1356419764364159,12.628552786326315,-0.0791582373464029,1.0787650223566818
